date,new_cases,new_deaths,new_tests
2025-12-24,3763,98,9350
2025-12-25,4603,70,4806
2025-12-26,744,37,5083
2025-12-27,835,41,18357
2025-12-28,4328,42,8876
2025-12-29,3078,75,15572
2025-12-30,1884,0,5486
2025-12-31,4650,9,9781
2026-01-01,2808,82,19965
2026-01-02,146,7,6240
2026-01-03,2180,91,8398
2026-01-04,1610,72,12312
2026-01-05,2378,17,15174
2026-01-06,584,29,18478
2026-01-07,3094,15,19529
2026-01-08,3606,97,5136
2026-01-09,4753,9,6135
2026-01-10,1790,39,14843
2026-01-11,2861,76,6260
2026-01-12,4511,64,14408
2026-01-13,977,12,2632
2026-01-14,3051,52,6241
2026-01-15,619,3,12024
2026-01-16,245,12,1080
2026-01-17,3304,49,15417
2026-01-18,1684,25,16562
2026-01-19,4756,54,15469
2026-01-20,1155,18,16716
2026-01-21,3108,38,10238
2026-01-22,4337,75,16968
2026-01-23,2054,40,2287
2026-01-24,725,32,17353
2026-01-25,3558,25,17324
2026-01-26,1293,64,14876
2026-01-27,3364,100,11984
2026-01-28,3362,41,12093
2026-01-29,367,18,8671
2026-01-30,1772,74,19467
2026-01-31,2116,40,12710
2026-02-01,58,0,8657
2026-02-02,4123,78,16276
2026-02-03,40,2,10228
2026-02-04,2603,30,7951
2026-02-05,1436,22,16320
2026-02-06,1497,22,5507
2026-02-07,3113,55,10349
2026-02-08,3679,46,8234
2026-02-09,2024,78,14086
2026-02-10,4561,96,10593
2026-02-11,4110,55,16031
2026-02-12,2668,66,13738
2026-02-13,270,13,15081
2026-02-14,2404,42,2590
2026-02-15,1676,83,14134
2026-02-16,4063,42,15185
2026-02-17,2411,44,16837
2026-02-18,1663,21,17292
2026-02-19,1521,37,7768
2026-02-20,2738,23,12117
2026-02-21,1139,8,17382
2026-02-22,1261,4,1645
2026-02-23,841,42,3206
2026-02-24,3300,53,13847
2026-02-25,3582,34,18068
2026-02-26,3822,51,14020
2026-02-27,1457,14,12581
2026-02-28,3607,75,12521
2026-03-01,4081,77,6834
2026-03-02,4181,30,15766
2026-03-03,1484,5,7508
2026-03-04,1145,57,2519
2026-03-05,4161,54,16025
2026-03-06,1746,43,6624
2026-03-07,4852,92,12390
2026-03-08,1992,73,12696
2026-03-09,619,30,4346
2026-03-10,1910,78,2965
2026-03-11,4703,63,11280
2026-03-12,1103,52,7805
2026-03-13,2568,24,14623
2026-03-14,1215,49,8659
2026-03-15,2099,28,10766
2026-03-16,3569,100,17743
2026-03-17,3051,2,3314
2026-03-18,3838,62,16296
2026-03-19,246,12,7534
2026-03-20,4347,79,17841
2026-03-21,504,0,6285
2026-03-22,3970,88,10776
2026-03-23,1538,67,13761
2026-03-24,4649,15,11843
2026-03-25,135,6,12336
2026-03-26,3761,23,5124
2026-03-27,3273,54,12026
2026-03-28,2695,8,12381
2026-03-29,1650,33,10040
2026-03-30,790,39,6947
2026-03-31,814,40,8035
2026-04-01,2363,49,17754
2026-04-02,3653,10,14595
2026-04-03,111,5,16219
2026-04-04,3889,28,19704
2026-04-05,552,21,15697
2026-04-06,3045,72,10904
2026-04-07,2568,65,11684
2026-04-08,274,13,10678
2026-04-09,282,14,13909
2026-04-10,4559,35,8113
2026-04-11,4033,12,4245
2026-04-12,2351,28,3393
2026-04-13,4751,71,15987
2026-04-14,4882,91,12664
2026-04-15,3124,42,9799
2026-04-16,4085,23,14334
2026-04-17,3850,55,15612
2026-04-18,1846,92,14918
2026-04-19,1063,52,14227
2026-04-20,2364,69,4430
2026-04-21,2834,39,19197
2026-04-22,2076,22,16521
2026-04-23,4599,2,17061
2026-04-24,296,14,3867
2026-04-25,376,18,19428
2026-04-26,1666,8,10475
2026-04-27,4633,22,10523
2026-04-28,368,12,15966
2026-04-29,3716,57,8473
2026-04-30,4970,100,19269
2026-05-01,1910,2,11740
2026-05-02,350,17,9812
2026-05-03,1769,9,3271
2026-05-04,1719,36,11147
2026-05-05,3465,93,19548
2026-05-06,3711,96,17578
2026-05-07,3890,6,7245
2026-05-08,2255,75,10017
2026-05-09,769,24,11215
2026-05-10,718,19,3654
2026-05-11,2686,31,4442
2026-05-12,1849,11,1863
2026-05-13,4289,17,19189
2026-05-14,3937,20,5718
2026-05-15,786,39,8994
2026-05-16,2140,27,18194
2026-05-17,2455,32,10477
2026-05-18,242,8,680
2026-05-19,2576,1,13291
2026-05-20,1498,4,15019
2026-05-21,1116,55,2991
2026-05-22,4318,41,13685
2026-05-23,1393,20,14920
2026-05-24,3773,57,16368
2026-05-25,4666,48,18528
2026-05-26,422,21,5221
2026-05-27,588,29,5069
2026-05-28,3435,24,3978
2026-05-29,4517,26,15271
2026-05-30,2377,10,19016
2026-05-31,1232,61,17744
2026-06-01,414,20,1493
2026-06-02,4934,52,19859
2026-06-03,2691,96,7727
2026-06-04,1407,48,10830
2026-06-05,1466,32,7504
2026-06-06,3739,36,19238
2026-06-07,527,26,15226
2026-06-08,4779,54,9844
2026-06-09,943,47,2906
2026-06-10,750,7,13330
2026-06-11,772,38,15694
2026-06-12,359,17,10938
2026-06-13,1203,23,17944
2026-06-14,1078,53,3816
2026-06-15,3175,50,9052
2026-06-16,4140,66,12963
2026-06-17,3638,70,13680
2026-06-18,2639,42,9852
2026-06-19,919,9,16891
2026-06-20,521,26,11355
2026-06-21,1628,81,3635
2026-06-22,300,15,17074
2026-06-23,326,16,14548
2026-06-24,2148,15,16064
2026-06-25,1697,84,12416
2026-06-26,1340,67,16172
2026-06-27,4372,58,4734
2026-06-28,903,45,13314
2026-06-29,462,23,16763
2026-06-30,1209,60,10001
2026-07-01,3183,38,17396
2026-07-02,4614,82,13760
2026-07-03,697,33,10189
2026-07-04,4960,85,17132
2026-07-05,1939,69,2013
2026-07-06,2025,85,17350
2026-07-07,4707,98,15439
2026-07-08,2926,42,4868
2026-07-09,4158,67,16335
2026-07-10,2771,72,7436
2026-07-11,1787,35,19056
2026-07-12,1115,55,10810
2026-07-13,3205,53,12376
2026-07-14,1954,51,15509
2026-07-15,4797,25,6033
2026-07-16,522,26,17279
2026-07-17,251,12,18535
2026-07-18,4323,11,7660
2026-07-19,1818,42,17348
2026-07-20,2054,68,5561
2026-07-21,163,8,10706
2026-07-22,735,23,17210
2026-07-23,3886,79,11977
2026-07-24,4151,97,10201
2026-07-25,4632,56,9061
2026-07-26,2059,82,7076
2026-07-27,4285,78,6578
2026-07-28,1205,60,17310
2026-07-29,2282,72,2584
2026-07-30,4952,30,5094
2026-07-31,1221,37,12409
2026-08-01,2857,11,6220
2026-08-02,2269,17,4339
2026-08-03,3778,67,9597
2026-08-04,4109,35,14614
2026-08-05,2890,62,4385
2026-08-06,2652,32,8099
2026-08-07,1291,61,11011
2026-08-08,547,27,877
2026-08-09,2389,49,13457
2026-08-10,4049,54,8832
2026-08-11,1885,94,6687
2026-08-12,1494,21,5892
2026-08-13,2666,38,18823
2026-08-14,4810,36,6171
2026-08-15,3106,6,16019
2026-08-16,935,20,18544
2026-08-17,1326,66,8279
2026-08-18,1334,23,14084
2026-08-19,650,32,15079
2026-08-20,289,14,8046
2026-08-21,4739,52,5064
2026-08-22,4113,68,4339
2026-08-23,3445,71,4273
2026-08-24,3632,87,12845
2026-08-25,1148,57,4790
2026-08-26,4842,1,15292
2026-08-27,1310,65,14851
2026-08-28,3351,76,17886
2026-08-29,4996,22,10276
2026-08-30,1523,67,19236
2026-08-31,2251,30,3241
2026-09-01,4914,55,7360
2026-09-02,1485,35,14553
2026-09-03,2346,57,13895
2026-09-04,455,22,17572
2026-09-05,4028,99,13146
2026-09-06,1228,61,5057
2026-09-07,3194,78,5127
2026-09-08,3503,94,12594
2026-09-09,2688,45,12640
2026-09-10,346,17,16363
2026-09-11,1731,81,14143
2026-09-12,3011,77,16818
2026-09-13,2387,68,15118
2026-09-14,1402,35,13436
2026-09-15,3514,0,7732
2026-09-16,4293,17,14672
2026-09-17,296,14,1431
2026-09-18,2763,18,4488
2026-09-19,2246,48,5020
2026-09-20,2505,51,6053
2026-09-21,3179,76,10469
2026-09-22,3579,44,14555
2026-09-23,1387,51,18566
2026-09-24,1392,57,9419
2026-09-25,4297,61,11570
2026-09-26,3998,53,16846
2026-09-27,4633,47,9703
2026-09-28,67,3,19275
2026-09-29,925,10,5482
2026-09-30,232,11,15852
2026-10-01,373,18,6294
2026-10-02,1179,34,9423
2026-10-03,1133,13,14088
2026-10-04,2521,72,12074
2026-10-05,390,19,13634
2026-10-06,45,2,9571
2026-10-07,2973,10,3065
2026-10-08,578,28,4114
2026-10-09,3847,82,7729
2026-10-10,2625,92,6786
2026-10-11,4371,44,14012
2026-10-12,2697,60,18497
2026-10-13,3353,40,12797
2026-10-14,1293,43,9561
2026-10-15,3695,26,8626
2026-10-16,600,20,990
2026-10-17,2294,58,18342
2026-10-18,4105,44,5495
2026-10-19,356,17,11414
2026-10-20,3888,18,8464
2026-10-21,4799,64,13371
2026-10-22,1272,63,2688
2026-10-23,524,25,7209
2026-10-24,2108,4,12693
2026-10-25,413,20,14744
2026-10-26,4268,2,18201
2026-10-27,4871,20,16657
2026-10-28,1333,12,19265
2026-10-29,1905,6,11096
2026-10-30,184,4,576
2026-10-31,9,0,18646
2026-11-01,2372,23,3008
2026-11-02,4034,11,10960
2026-11-03,2067,99,17732
2026-11-04,3202,21,5891
2026-11-05,77,3,8323
2026-11-06,2019,14,18595
2026-11-07,163,8,13431
2026-11-08,4573,32,9722
2026-11-09,3450,38,7834
2026-11-10,770,38,2022
2026-11-11,1353,65,12426
2026-11-12,1533,76,4469
2026-11-13,3967,65,10257
2026-11-14,5,0,7034
2026-11-15,910,45,6957
2026-11-16,2634,43,17418
2026-11-17,4423,79,7915
2026-11-18,3011,19,7225
2026-11-19,1812,63,11573
2026-11-20,4955,89,19881
2026-11-21,3668,21,10316
2026-11-22,1008,50,19812
2026-11-23,3364,47,12981
2026-11-24,1787,2,17590
2026-11-25,1705,62,7614
2026-11-26,1335,66,12689
2026-11-27,3754,1,9874
2026-11-28,2956,61,3845
2026-11-29,1722,53,10863
2026-11-30,945,23,15027
2026-12-01,4791,10,7371
2026-12-02,2851,54,10142
2026-12-03,4289,40,15889
2026-12-04,2470,7,19044
2026-12-05,1251,24,18057
2026-12-06,355,17,19684
2026-12-07,191,9,7188
2026-12-08,4623,24,6909
2026-12-09,86,4,2484
2026-12-10,4135,23,13017
2026-12-11,52,2,3293
2026-12-12,4167,48,10423
2026-12-13,800,40,6405
2026-12-14,129,6,8508
2026-12-15,788,39,4904
2026-12-16,3272,82,13824
2026-12-17,1873,50,7878
2026-12-18,262,13,11356
2026-12-19,3084,54,15820
2026-12-20,82,4,19017
2026-12-21,2657,85,13248
2026-12-22,1993,99,9849
2026-12-23,4456,98,5619
2026-12-24,3017,94,13776
2026-12-25,4979,64,5980
2026-12-26,1506,40,8821
2026-12-27,2132,90,10487
2026-12-28,1068,52,19259
2026-12-29,41,2,8866
2026-12-30,3841,72,18497
2026-12-31,1949,11,17204
2027-01-01,1383,26,10443
2027-01-02,3738,45,12366
2027-01-03,1959,90,9271
2027-01-04,4484,26,16896
2027-01-05,1358,10,4637
2027-01-06,4942,43,10110
2027-01-07,4036,41,11015
2027-01-08,4030,49,7993
2027-01-09,4953,58,11514
2027-01-10,4612,60,4833
2027-01-11,1990,69,19213
2027-01-12,3825,53,8515
2027-01-13,1325,16,15794
2027-01-14,1765,38,5033
2027-01-15,1471,70,11479
2027-01-16,4229,70,18143
2027-01-17,2250,95,12790
2027-01-18,4973,86,10317
2027-01-19,2493,69,4267
2027-01-20,2664,24,6941
2027-01-21,926,46,17050
2027-01-22,1531,60,19098
2027-01-23,945,47,12048
2027-01-24,2075,20,3611
2027-01-25,3059,16,11083
2027-01-26,639,31,1340
2027-01-27,4794,15,15049
2027-01-28,4455,42,12710
2027-01-29,727,36,14589
2027-01-30,1669,83,6991
2027-01-31,4974,0,10221
2027-02-01,2460,26,11611
2027-02-02,2982,53,9213
2027-02-03,1709,85,15931
2027-02-04,3260,64,18688
2027-02-05,253,12,19117
2027-02-06,3668,40,15254
2027-02-07,2166,94,6196
2027-02-08,3983,32,12546
2027-02-09,3873,38,13048
2027-02-10,4868,65,10891
2027-02-11,2180,72,4356
2027-02-12,4358,66,4641
2027-02-13,2450,13,8766
2027-02-14,605,30,2361
2027-02-15,1780,35,16815
2027-02-16,2697,35,6166
2027-02-17,2051,36,5426
2027-02-18,664,33,8824
2027-02-19,2709,86,11386
2027-02-20,4692,40,10907
2027-02-21,41,2,1669
2027-02-22,4290,49,12919
2027-02-23,563,28,8721
2027-02-24,4102,85,4402
2027-02-25,3844,12,8670
2027-02-26,291,14,10239
2027-02-27,4041,40,17931
2027-02-28,2535,45,9864
2027-03-01,1459,57,13184
2027-03-02,806,40,12887
2027-03-03,4836,83,14354
2027-03-04,2820,83,13053
2027-03-05,15,0,4400
2027-03-06,3071,29,6158
2027-03-07,2799,5,14469
2027-03-08,664,33,6045
2027-03-09,3468,74,11792
2027-03-10,4295,39,17221
2027-03-11,2252,91,6923
2027-03-12,607,30,3489
2027-03-13,1910,27,8689
2027-03-14,3184,54,7182
2027-03-15,4274,62,14162
2027-03-16,602,30,17175
2027-03-17,1903,1,10929
2027-03-18,3508,81,13303
2027-03-19,4510,24,8456
2027-03-20,2848,84,19533
2027-03-21,131,6,1076
2027-03-22,1322,66,3845
2027-03-23,1248,23,4520
2027-03-24,2638,49,17240
2027-03-25,1834,80,3540
2027-03-26,2822,54,13737
2027-03-27,445,22,19217
2027-03-28,2616,82,9222
2027-03-29,4551,4,14642
2027-03-30,1961,69,15972
2027-03-31,4057,44,7427
2027-04-01,2840,99,6999
2027-04-02,1894,88,11433
2027-04-03,2212,48,19372
2027-04-04,817,40,7640
2027-04-05,618,30,17778
2027-04-06,2697,77,14356
2027-04-07,4664,17,10141
2027-04-08,4166,51,4647
2027-04-09,2746,45,9156
2027-04-10,3475,84,17171
2027-04-11,3780,2,11013
2027-04-12,672,31,17072
2027-04-13,2879,46,17519
2027-04-14,4672,54,15968
2027-04-15,1464,44,15308
2027-04-16,1536,76,19344
2027-04-17,1728,59,9177
2027-04-18,4512,35,11951
2027-04-19,3620,44,18349
2027-04-20,2236,36,4234
2027-04-21,4500,15,17324
2027-04-22,4112,38,13256
2027-04-23,1589,79,2385
2027-04-24,1034,7,10789
2027-04-25,2537,38,14544
2027-04-26,1904,65,16113
2027-04-27,610,30,13885
2027-04-28,4848,49,8403
2027-04-29,3251,51,15257
2027-04-30,4097,67,15387
2027-05-01,3357,80,5654
2027-05-02,2351,74,19894
2027-05-03,1344,63,17961
2027-05-04,1753,66,3784
2027-05-05,4665,24,9371
2027-05-06,4411,7,9649
2027-05-07,1558,13,11254
2027-05-08,4962,88,9061
2027-05-09,4726,39,12802
2027-05-10,3732,20,18626
2027-05-11,3834,0,10086
2027-05-12,1164,58,6640
2027-05-13,3122,4,8575
2027-05-14,4050,24,5181
2027-05-15,1899,94,17625
2027-05-16,2379,7,19322
2027-05-17,2513,26,5748
2027-05-18,1492,18,13564
2027-05-19,187,9,17677
2027-05-20,1335,62,14480
2027-05-21,3311,49,19677
2027-05-22,798,22,1483
2027-05-23,293,14,18536
2027-05-24,1980,35,19610
2027-05-25,2978,41,5797
2027-05-26,2079,78,18499
2027-05-27,2911,83,16708
2027-05-28,2049,57,19811
2027-05-29,1338,66,12589
2027-05-30,4450,44,4669
2027-05-31,2538,94,16920
2027-06-01,1078,19,1571
2027-06-02,2290,49,13973
2027-06-03,1869,18,13286
2027-06-04,1412,36,16861
2027-06-05,2519,50,11270
2027-06-06,2282,20,15718
2027-06-07,708,23,10475
2027-06-08,4608,22,5438
2027-06-09,4331,4,4556
2027-06-10,4586,55,11127
2027-06-11,1337,62,10990
2027-06-12,1844,24,11047
2027-06-13,1843,57,3599
2027-06-14,2224,87,3572
2027-06-15,501,25,15640
2027-06-16,2474,94,8392
2027-06-17,3425,26,5031
2027-06-18,467,23,2866
2027-06-19,2053,36,10414
2027-06-20,4933,32,18276
2027-06-21,4821,57,9682
2027-06-22,3170,61,9050
2027-06-23,2427,64,3399
2027-06-24,443,22,8268
2027-06-25,1059,32,1597
2027-06-26,1458,72,11336
2027-06-27,3856,91,17298
2027-06-28,2115,91,2157
2027-06-29,1624,39,14333
2027-06-30,212,10,19579
2027-07-01,2736,27,3003
2027-07-02,3821,83,8520
2027-07-03,2887,98,3000
2027-07-04,427,21,7376
2027-07-05,2622,74,8862
2027-07-06,4987,32,8660
2027-07-07,4774,49,13309
2027-07-08,4306,29,10294
2027-07-09,530,26,9543
2027-07-10,4839,58,6865
2027-07-11,4379,86,12407
2027-07-12,4695,82,13493
2027-07-13,2669,78,9072
2027-07-14,4130,74,8398
2027-07-15,2570,19,3486
2027-07-16,2251,67,19920
2027-07-17,4915,69,8082
2027-07-18,245,12,19838
2027-07-19,821,8,15004
2027-07-20,3195,84,8462
2027-07-21,1828,91,11707
2027-07-22,1583,33,6177
2027-07-23,917,45,14436
2027-07-24,1406,3,5684
2027-07-25,879,43,12220
2027-07-26,1475,9,17791
2027-07-27,1889,56,18778
2027-07-28,1469,4,10677
2027-07-29,2030,24,3881
2027-07-30,1354,36,15363
2027-07-31,2220,77,8891
2027-08-01,1441,31,2515
2027-08-02,71,3,16308
2027-08-03,4385,74,17773
2027-08-04,2285,63,19618
2027-08-05,2623,37,13823
2027-08-06,814,40,14520
2027-08-07,1083,54,8100
2027-08-08,3972,11,12106
2027-08-09,1206,51,8069
2027-08-10,4196,93,4578
2027-08-11,3359,44,11238
2027-08-12,3025,36,15949
2027-08-13,3710,82,8748
2027-08-14,4501,91,12106
2027-08-15,548,3,8895
2027-08-16,3237,45,7928
2027-08-17,918,45,19530
2027-08-18,4805,17,6381
2027-08-19,2740,51,5327
2027-08-20,4547,17,12716
2027-08-21,856,42,9767
2027-08-22,3840,51,19172
2027-08-23,3494,93,11852
2027-08-24,3712,19,10658
2027-08-25,326,16,4311
2027-08-26,2793,47,8516
2027-08-27,4716,14,5321
2027-08-28,1694,28,3606
2027-08-29,3478,34,14567
2027-08-30,2837,55,6551
2027-08-31,2651,30,12645
2027-09-01,1596,22,14907
2027-09-02,3395,40,4396
2027-09-03,4039,2,7050
2027-09-04,3526,26,14338
2027-09-05,4728,94,6960
2027-09-06,3642,87,16627
2027-09-07,322,16,5151
2027-09-08,3987,33,8708
2027-09-09,3999,37,17835
2027-09-10,1851,66,19200
2027-09-11,2972,20,15829
2027-09-12,4841,1,10362
2027-09-13,1093,54,4593
2027-09-14,2054,27,10827
2027-09-15,2073,42,6268
2027-09-16,1093,31,17671
2027-09-17,3436,45,17905
2027-09-18,859,10,15178
2027-09-19,1929,41,1990
2027-09-20,629,31,10696
2027-09-21,3084,25,17583
2027-09-22,581,29,5250
2027-09-23,155,7,12953
2027-09-24,3683,28,13383
2027-09-25,2765,79,7039
2027-09-26,1250,62,18299
2027-09-27,1965,95,5842
2027-09-28,2703,75,12264
2027-09-29,4128,16,7938
2027-09-30,2301,86,2358
2027-10-01,4740,33,6744
2027-10-02,1244,17,12167
2027-10-03,4304,80,10113
2027-10-04,2187,52,18574
2027-10-05,4757,1,15227
2027-10-06,4678,79,10843
2027-10-07,2790,70,3854
2027-10-08,2559,81,14913
2027-10-09,3358,91,10464
2027-10-10,2157,27,5834
2027-10-11,3562,32,18676
2027-10-12,409,20,15674
2027-10-13,488,24,2023
2027-10-14,4994,17,15228
2027-10-15,2634,73,6963
2027-10-16,847,42,17351
2027-10-17,274,13,19158
2027-10-18,3369,48,7793
2027-10-19,3132,94,5413
2027-10-20,4865,33,8654
2027-10-21,4394,11,17003
2027-10-22,4098,78,10808
2027-10-23,94,4,16683
2027-10-24,2722,68,9375
2027-10-25,1921,63,2156
2027-10-26,4891,68,12011
2027-10-27,1105,0,18879
2027-10-28,661,33,7843
2027-10-29,3784,83,7011
2027-10-30,3773,67,16201
2027-10-31,485,24,1384
2027-11-01,1507,24,11991
2027-11-02,588,29,7836
2027-11-03,1191,51,13608
2027-11-04,1142,39,15766
2027-11-05,1282,64,3753
2027-11-06,687,0,18516
2027-11-07,2104,60,8348
2027-11-08,3337,40,7128
2027-11-09,3002,44,18647
2027-11-10,4063,18,7413
2027-11-11,3886,34,8689
2027-11-12,3917,14,4664
2027-11-13,576,17,7736
2027-11-14,411,20,10846
2027-11-15,2211,68,15440
2027-11-16,4875,31,7421
2027-11-17,3583,61,16195
2027-11-18,3929,51,14554
2027-11-19,2751,76,14383
2027-11-20,2774,34,12876
2027-11-21,3047,84,6922
2027-11-22,1724,79,4205
2027-11-23,4667,31,17175
2027-11-24,1439,25,16972
2027-11-25,1968,6,9512
2027-11-26,3482,68,19395
2027-11-27,4099,68,14362
2027-11-28,3882,95,5788
2027-11-29,1133,34,11135
2027-11-30,2510,33,8035
2027-12-01,2015,97,6914
2027-12-02,238,11,9473
2027-12-03,72,3,4618
2027-12-04,4602,21,16743
2027-12-05,3116,15,11315
2027-12-06,832,41,4870
2027-12-07,2630,23,5669
2027-12-08,3060,64,15709
2027-12-09,1525,7,17460
2027-12-10,4169,96,12652
2027-12-11,4899,83,8403
2027-12-12,4367,54,11389
2027-12-13,4428,96,12212
2027-12-14,425,21,19865
2027-12-15,3829,84,17327
2027-12-16,3255,6,15623
2027-12-17,4848,85,5572
2027-12-18,1503,46,12031
2027-12-19,1084,27,2751
2027-12-20,2771,30,11852
2027-12-21,2620,99,17451
2027-12-22,4670,37,14352
2027-12-23,719,20,19458
2027-12-24,2006,83,16957
2027-12-25,3188,100,10026
2027-12-26,4337,95,15358
2027-12-27,1279,63,14296
2027-12-28,444,22,13555
2027-12-29,1089,54,3436
2027-12-30,2780,10,6884
2027-12-31,3594,23,15619
2028-01-01,676,33,9813
2028-01-02,1329,2,11877
2028-01-03,2134,61,19033
2028-01-04,3409,26,16485
2028-01-05,4757,34,14711
2028-01-06,1506,60,2823
2028-01-07,1097,23,4221
2028-01-08,2151,88,12643
2028-01-09,945,47,9931
2028-01-10,2092,8,6770
2028-01-11,760,18,6434
2028-01-12,36,1,277
2028-01-13,1796,54,7310
2028-01-14,2599,75,14071
2028-01-15,1560,78,17835
2028-01-16,2916,42,17155
2028-01-17,2724,3,15163
2028-01-18,672,33,14915
2028-01-19,4203,5,7487
2028-01-20,3365,27,10350
2028-01-21,964,48,17703
2028-01-22,3088,72,5910
2028-01-23,1591,79,15940
2028-01-24,400,20,8844
2028-01-25,4940,95,16823
2028-01-26,639,7,5391
2028-01-27,3182,58,6838
2028-01-28,4070,25,5472
2028-01-29,686,34,6733
2028-01-30,4119,22,18514
2028-01-31,3966,51,14094
2028-02-01,2939,50,19790
2028-02-02,2574,75,18753
2028-02-03,3958,0,13339
2028-02-04,265,13,16664
2028-02-05,3807,14,7764
2028-02-06,4483,33,7393
2028-02-07,1959,15,14332
2028-02-08,2290,69,10955
2028-02-09,1427,71,1965
2028-02-10,2599,22,8362
2028-02-11,3510,5,16641
2028-02-12,3483,66,10966
2028-02-13,3084,28,12716
2028-02-14,2390,61,13881
2028-02-15,3510,69,3766
2028-02-16,1732,16,18118
2028-02-17,1143,38,2097
2028-02-18,4344,23,9020
2028-02-19,4050,56,17373
2028-02-20,1792,6,12498
2028-02-21,4104,47,17847
2028-02-22,896,44,12233
2028-02-23,1182,58,17196
2028-02-24,2459,82,7622
2028-02-25,4906,20,13475
2028-02-26,4376,19,19120
2028-02-27,2437,86,7003
2028-02-28,1158,27,1533
2028-02-29,305,15,14479
2028-03-01,911,34,14039
2028-03-02,4909,12,10262
2028-03-03,2465,22,8395
2028-03-04,2475,83,14222
2028-03-05,752,37,11802
2028-03-06,4384,5,11290
2028-03-07,2394,89,10033
2028-03-08,1024,19,15322
2028-03-09,803,40,16097
2028-03-10,219,10,1068
2028-03-11,3296,85,18495
2028-03-12,801,30,7162
2028-03-13,127,6,14842
2028-03-14,3011,46,19156
2028-03-15,2437,69,13165
2028-03-16,1781,2,14620
2028-03-17,1587,55,6900
2028-03-18,2100,86,14764
2028-03-19,1265,63,9023
2028-03-20,4529,42,17741
2028-03-21,2392,14,18814
2028-03-22,4229,15,10230
2028-03-23,3818,26,15744
2028-03-24,2438,40,8748
2028-03-25,3143,94,5983
2028-03-26,134,6,11842
2028-03-27,74,3,4957
2028-03-28,4980,38,12358
2028-03-29,2854,77,6296
2028-03-30,2328,98,8991
2028-03-31,3395,75,18492
2028-04-01,3155,71,19557
2028-04-02,2221,82,10043
2028-04-03,1028,51,19261
2028-04-04,1562,78,1640
2028-04-05,2290,77,9510
2028-04-06,4801,38,15903
2028-04-07,1253,0,10466
2028-04-08,1808,88,6711
2028-04-09,1100,51,11951
2028-04-10,3923,59,19160
2028-04-11,4123,83,19149
2028-04-12,4365,20,12732
2028-04-13,3587,10,18148
2028-04-14,4211,22,16559
2028-04-15,747,28,13524
2028-04-16,464,23,12120
2028-04-17,1530,56,12573
2028-04-18,2250,25,4124
2028-04-19,3892,99,12231
2028-04-20,4546,95,15940
2028-04-21,3610,82,17501
2028-04-22,3503,31,7110
2028-04-23,2071,94,3555
2028-04-24,2848,73,7585
2028-04-25,3821,29,13225
2028-04-26,2967,47,6770
2028-04-27,1335,20,6983
2028-04-28,3324,69,18319
2028-04-29,3945,10,11902
2028-04-30,3580,6,17238
2028-05-01,986,49,7732
2028-05-02,2632,45,14467
2028-05-03,1868,18,18439
2028-05-04,1563,24,7022
2028-05-05,4057,7,8887
2028-05-06,4728,64,18897
2028-05-07,1790,50,2055
2028-05-08,4587,88,13430
2028-05-09,167,8,15442
2028-05-10,4648,62,16989
2028-05-11,2186,50,10501
2028-05-12,4141,40,8977
2028-05-13,4887,9,16912
2028-05-14,4014,60,10520
2028-05-15,1610,21,9408
2028-05-16,3180,98,15456
2028-05-17,2977,63,19846
2028-05-18,2559,56,7965
2028-05-19,3227,61,5104
2028-05-20,3124,9,16519
2028-05-21,84,4,16634
2028-05-22,812,36,19704
2028-05-23,3469,10,8127
2028-05-24,1433,3,15981
2028-05-25,2773,43,3390
2028-05-26,241,12,1536
2028-05-27,4109,11,6742
2028-05-28,2654,31,6633
2028-05-29,3636,79,14277
2028-05-30,3155,92,3498
2028-05-31,570,28,8512
2028-06-01,3807,77,5820
2028-06-02,3107,36,16666
2028-06-03,3174,69,12324
2028-06-04,1614,63,11193
2028-06-05,617,30,15983
2028-06-06,1092,39,16025
2028-06-07,3089,38,11214
2028-06-08,2016,4,11120
2028-06-09,3355,47,9335
2028-06-10,3235,81,19418
2028-06-11,3642,71,19015
2028-06-12,3427,19,6355
2028-06-13,1310,65,10272
2028-06-14,324,16,13751
2028-06-15,3010,99,18712
2028-06-16,4770,17,6677
2028-06-17,1572,51,6575
2028-06-18,2924,20,16651
2028-06-19,3299,31,13364
2028-06-20,16,0,14584
2028-06-21,560,28,8419
2028-06-22,4704,90,11454
2028-06-23,271,13,15530
2028-06-24,4808,65,17788
2028-06-25,4433,12,19903
2028-06-26,1152,56,17097
2028-06-27,1066,53,11021
2028-06-28,1301,41,4587
2028-06-29,1244,62,1611
2028-06-30,1042,38,13921
2028-07-01,1907,61,16033
2028-07-02,1085,54,13313
2028-07-03,2916,77,13629
2028-07-04,4342,58,16604
2028-07-05,4022,16,8701
2028-07-06,3543,37,13527
2028-07-07,4669,74,9270
2028-07-08,3373,34,8777
2028-07-09,4501,78,12808
2028-07-10,523,0,9684
2028-07-11,836,41,3107
2028-07-12,1450,17,2953
2028-07-13,4190,4,4714
2028-07-14,1437,0,4229
2028-07-15,2486,0,19483
2028-07-16,4458,28,10690
2028-07-17,1816,90,4369
2028-07-18,4429,53,12242
2028-07-19,2529,59,6906
2028-07-20,28,1,6033
2028-07-21,3562,35,13841
2028-07-22,1104,55,5758
2028-07-23,1818,89,18810
2028-07-24,2739,46,17931
